id,target
9477,0
9478,0
9479,0
9483,0
9487,0
9494,0
9497,0
9498,0
9506,1
9512,0
9514,1
9515,1
9516,1
9517,0
9518,1
9521,1
9523,0
9527,1
9528,1
9530,0
9532,0
9534,1
9535,0
9536,0
9543,1
9544,0
9545,0
9546,1
9549,1
9558,0
9560,1
9561,0
9570,0
9573,0
9578,0
9584,0
9587,0
9588,0
9599,0
9601,1
9604,0
9614,1
9615,1
9621,0
9622,0
9623,1
9624,1
9626,1
9628,1
9630,1
9631,1
9633,1
9635,1
9637,1
9641,1
9647,1
9648,0
9649,0
9658,1
9662,0
9668,0
9671,1
9676,1
9677,1
9679,0
9682,1
9685,0
9689,0
9692,1
9693,1
9694,0
9696,1
9700,0
9711,0
9713,0
9720,0
9721,1
9725,0
9726,0
9727,1
9735,1
9740,0
9742,0
9743,0
9747,0
9748,0
9751,0
9758,1
9767,0
9768,0
9773,0
9777,0
9781,1
9784,0
9786,0
9789,1
9792,0
9793,1
9798,0
9799,0
9802,1
9803,0
9804,0
9805,1
9807,0
9809,0
9811,0
9814,0
9817,0
9821,0
9824,0
9825,0
9827,0
9839,0
9840,0
9843,0
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,1
9856,0
9863,1
9867,0
9871,1
9876,0
9879,1
9882,0
9891,1
9892,1
9893,1
9895,0
9899,0
9900,0
9902,0
9903,1
9904,1
9908,1
9913,0
9914,1
9917,0
9922,1
9924,0
9926,1
9927,1
9928,1
9929,1
9936,0
9939,0
9947,1
9951,1
9954,1
9956,0
9957,0
9959,0
9962,0
9964,0
9966,0
9968,0
9969,0
9970,0
9975,1
9977,0
9981,0
9993,1
9996,0
9997,0
9999,0
10002,1
10007,0
10015,1
10019,0
10022,0
10024,0
10026,1
10033,0
10043,0
10046,0
10051,0
10053,0
10062,0
10063,0
10065,0
10068,0
10078,0
10086,1
10094,0
10095,0
10096,0
10097,0
10103,0
10104,0
10108,0
10122,0
10123,0
10128,1
10131,1
10133,0
10134,1
10135,0
10145,0
10148,1
10154,0
10155,0
10158,1
10160,1
10161,1
10162,1
10165,0
10166,0
10167,1
10170,0
10178,1
10180,1
10181,1
10185,1
10188,1
10190,1
10196,1
10200,1
10205,0
10211,0
10216,0
10219,0
10221,0
10225,0
10227,0
10228,0
10230,0
10232,0
10233,0
10235,0
10238,0
10240,0
10242,0
10248,0
10254,0
10257,1
10261,1
10262,0
10266,0
10267,1
10271,1
10277,1
10279,1
10281,0
10282,0
10285,0
10292,0
10298,0
10300,1
10309,0
10311,1
10312,1
10319,1
10324,0
10326,0
10328,0
10343,0
10346,1
10347,0
10353,1
10354,0
10356,0
10357,0
10362,1
10363,0
10370,0
10373,0
10386,0
10388,0
10389,1
10391,0
10397,0
10400,0
10403,0
10404,1
10408,0
10417,1
10425,0
10435,0
10437,0
10438,0
10440,1
10442,0
10447,0
10452,0
10453,0
10454,0
10459,0
10460,0
10463,1
10465,0
10469,1
10474,0
10475,0
10476,1
10477,1
10480,1
10491,1
10493,0
10494,0
10495,0
10497,1
10501,0
10504,0
10507,0
10509,0
10510,0
10512,1
10514,0
10526,0
10528,0
10530,0
10531,0
10532,0
10538,0
10539,0
10542,0
10547,0
10549,0
10556,0
10569,1
10572,0
10577,0
10579,1
10586,0
10594,0
10595,0
10597,0
10602,0
10604,0
10614,0
10617,1
10618,0
10619,0
10624,0
10633,0
10634,0
10635,1
10638,1
10639,1
10642,1
10643,1
10645,0
10646,0
10649,1
10652,1
10653,1
10654,0
10661,1
10664,0
10668,0
10670,0
10674,1
10683,1
10694,0
10697,0
10699,0
10701,0
10703,0
10713,0
10714,0
10716,0
10717,0
10719,0
10725,0
10728,0
10734,0
10738,0
10740,0
10742,0
10756,0
10757,0
10758,0
10761,0
10762,1
10773,0
10778,0
10781,0
10791,0
10792,0
10796,1
10797,0
10801,0
10804,0
10806,0
10807,0
10816,0
10820,0
10828,0
10836,0
10838,0
10845,0
10856,1
10857,0
10858,1
10861,1
10865,0
10868,0
10874,0
10875,1
